Border,Date,Measure,Value,Average
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,18080733,14051372
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicles,7896957,6524987
US-Mexico Border,12/01/2003 12:00:00 AM,Pedestrians,4596477,3676698
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,4523405,5577374
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicles,2193652,2661271
US-Canada Border,12/01/2003 12:00:00 AM,Trucks,500516,514311
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Full,420806,384556
US-Mexico Border,12/01/2003 12:00:00 AM,Trucks,338505,401149
US-Mexico Border,12/01/2003 12:00:00 AM,Bus Passengers,308910,242635
US-Canada Border,12/01/2003 12:00:00 AM,Bus Passengers,236257,271673
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Full,207978,255120
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Empty,138143,141951
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Full,117567,109089
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Empty,73240,88843
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Empty,38320,44247
US-Canada Border,12/01/2003 12:00:00 AM,Pedestrians,35722,48097
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Empty,32888,31432
US-Mexico Border,12/01/2003 12:00:00 AM,Buses,25282,19427
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Full,17982,28053
US-Canada Border,12/01/2003 12:00:00 AM,Train Passengers,14959,21718
US-Canada Border,12/01/2003 12:00:00 AM,Buses,10418,11301
US-Canada Border,12/01/2003 12:00:00 AM,Trains,2882,2519
US-Mexico Border,12/01/2003 12:00:00 AM,Train Passengers,1059,1036
US-Mexico Border,12/01/2003 12:00:00 AM,Trains,652,727
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,17916036,14036788
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicles,7939876,6519648
US-Mexico Border,12/01/2002 12:00:00 AM,Pedestrians,4923075,3671995
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,4873112,5580032
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicles,2412388,2662210
US-Canada Border,12/01/2002 12:00:00 AM,Trucks,512209,514319
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Full,425003,384403
US-Mexico Border,12/01/2002 12:00:00 AM,Bus Passengers,358127,242199
US-Mexico Border,12/01/2002 12:00:00 AM,Trucks,329204,401421
US-Canada Border,12/01/2002 12:00:00 AM,Bus Passengers,255742,271733
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Full,188444,255372
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Empty,141498,141952
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Full,114804,109068
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Empty,72516,88905
US-Canada Border,12/01/2002 12:00:00 AM,Pedestrians,51264,48085
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Empty,36347,44277
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Empty,29405,31440
US-Mexico Border,12/01/2002 12:00:00 AM,Buses,28023,19395
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Full,19652,28085
US-Canada Border,12/01/2002 12:00:00 AM,Train Passengers,14339,21746
US-Canada Border,12/01/2002 12:00:00 AM,Buses,10241,11305
US-Canada Border,12/01/2002 12:00:00 AM,Trains,2275,2519
US-Mexico Border,12/01/2002 12:00:00 AM,Train Passengers,984,1037
US-Mexico Border,12/01/2002 12:00:00 AM,Trains,610,728
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,17439036,14023901
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,7243488,6516906
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,4571754,3668587
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,4452131,5584304
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicles,2172450,2664065
US-Canada Border,12/01/2001 12:00:00 AM,Trucks,455087,514543
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Full,375793,384436
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,321961,401722
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,315391,241922
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,210570,271964
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,169523,255697
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,151569,141916
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,96308,109116
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,69582,88978
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,32353,44322
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,29778,31446
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,27496,48163
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,24260,19376
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,18543,28121
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,16842,21765
US-Canada Border,12/01/2001 12:00:00 AM,Buses,8381,11316
US-Canada Border,12/01/2001 12:00:00 AM,Trains,2585,2519
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,1180,1036
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,574,728
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,13998772
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,6511494
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,5583112
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,3664837
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2492742,2664716
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,475067,514693
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,384537
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,402000
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286591,271909
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,241871
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,256015
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,141886
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,109182
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60704,89085
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,48174
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26822,44389
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,31470
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,19355
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,21779
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,28164
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11055,11317
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2610,2519
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,1035
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,729
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,13970445
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,6506218
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,5581421
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,3662120
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2706197,2664558
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531633,514629
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405789,384455
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,402187
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,272050
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,241968
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,256277
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,141821
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,109247
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64679,89178
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,48202
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,31484
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,44460
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,19339
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,28203
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,21799
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10447,11321
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,2519
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1035
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,730
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,19698688,13948497
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7288229,6503222
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5902056,5580193
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4697031,3658155
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2545873,2665013
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490438,514721
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387333,384444
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326492,402477
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,289641,241786
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,211030,272284
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,157249,256656
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,148121,141797
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,86713,109333
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,89289
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38366,48240
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,44535
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23228,19324
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,31535
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,21819
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,28248
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10396,11324
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2519
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,1035
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,484,731
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,19719715,13926300
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicles,7346174,6499979
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,6155147,5577981
US-Mexico Border,12/01/1997 12:00:00 AM,Pedestrians,4418646,3655230
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicles,2622825,2665175
US-Canada Border,12/01/1997 12:00:00 AM,Trucks,451639,514964
US-Canada Border,12/01/1997 12:00:00 AM,Bus Passengers,313680,272125
US-Mexico Border,12/01/1997 12:00:00 AM,Trucks,306611,402845
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Full,270069,384884
US-Mexico Border,12/01/1997 12:00:00 AM,Bus Passengers,237839,241801
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Full,148390,257072
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Empty,144599,141786
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Full,70773,109481
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Empty,47730,89448
US-Canada Border,12/01/1997 12:00:00 AM,Pedestrians,31616,48304
US-Mexico Border,12/01/1997 12:00:00 AM,Buses,22931,19311
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Empty,21529,44623
US-Canada Border,12/01/1997 12:00:00 AM,Train Passengers,16988,21838
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Empty,16306,31594
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Full,10103,28318
US-Canada Border,12/01/1997 12:00:00 AM,Buses,9808,11330
US-Canada Border,12/01/1997 12:00:00 AM,Trains,2793,2517
US-Mexico Border,12/01/1997 12:00:00 AM,Train Passengers,493,1037
US-Mexico Border,12/01/1997 12:00:00 AM,Trains,406,732
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,13190005,13929143
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,7159086,5571877
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicles,4761963,6506690
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicles,2811916,2664608
US-Mexico Border,12/01/1996 12:00:00 AM,Pedestrians,2622075,3659219
US-Canada Border,12/01/1996 12:00:00 AM,Trucks,412045,515361
US-Mexico Border,12/01/1996 12:00:00 AM,Bus Passengers,361899,241337
US-Mexico Border,12/01/1996 12:00:00 AM,Trucks,281887,403313
US-Canada Border,12/01/1996 12:00:00 AM,Bus Passengers,230067,272287
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Full,118898,257606
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Empty,102137,141939
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Full,91317,386018
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Full,23607,109813
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Empty,19225,89720
US-Canada Border,12/01/1996 12:00:00 AM,Pedestrians,16449,48427
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Empty,14969,31658
US-Canada Border,12/01/1996 12:00:00 AM,Train Passengers,13990,21868
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Full,12246,28380
US-Canada Border,12/01/1996 12:00:00 AM,Buses,10863,11332
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Empty,10458,44755
US-Mexico Border,12/01/1996 12:00:00 AM,Buses,10039,19346
US-Canada Border,12/01/1996 12:00:00 AM,Trains,2501,2518
US-Mexico Border,12/01/1996 12:00:00 AM,Train Passengers,891,1038
US-Mexico Border,12/01/1996 12:00:00 AM,Trains,782,732
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,11389748,13938986
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicles,6083730,6508329
US-Mexico Border,11/01/2018 12:00:00 AM,Pedestrians,3959951,3658054
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,3523204,5579817
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicles,1933646,2667442
US-Mexico Border,11/01/2018 12:00:00 AM,Trucks,535417,402800
US-Canada Border,11/01/2018 12:00:00 AM,Trucks,476793,515511
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Full,390148,257092
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Full,358925,386123
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Full,163324,109606
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Empty,150973,141904
US-Mexico Border,11/01/2018 12:00:00 AM,Bus Passengers,150920,241688
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Empty,127697,89572
US-Canada Border,11/01/2018 12:00:00 AM,Bus Passengers,105606,272933
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Empty,59112,44699
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Empty,54868,31568
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Full,41616,28329
US-Canada Border,11/01/2018 12:00:00 AM,Pedestrians,21290,48532
US-Mexico Border,11/01/2018 12:00:00 AM,Buses,13325,19370
US-Canada Border,11/01/2018 12:00:00 AM,Train Passengers,11720,21907
US-Canada Border,11/01/2018 12:00:00 AM,Buses,4777,11357
US-Canada Border,11/01/2018 12:00:00 AM,Trains,1979,2520
US-Mexico Border,11/01/2018 12:00:00 AM,Train Passengers,1017,1038
US-Mexico Border,11/01/2018 12:00:00 AM,Trains,970,731
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,13946810
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,6508870
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3657319
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,5587403
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2670030
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,402370
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,515598
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,386196
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,256699
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,141869
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,109459
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,242092
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,89393
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,273580
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,44624
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,31499
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,28278
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,48642
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,19391
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,21939
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,11382
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,2522
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,730
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1039
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,11496406,13956382
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicles,6199468,6510079
US-Mexico Border,11/01/2016 12:00:00 AM,Pedestrians,3663638,3657295
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,3505423,5595535
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicles,2021594,2672563
US-Canada Border,11/01/2016 12:00:00 AM,Trucks,492637,515688
US-Mexico Border,11/01/2016 12:00:00 AM,Trucks,492340,402019
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Full,403023,386130
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Full,339115,256378
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Empty,150063,141837
US-Mexico Border,11/01/2016 12:00:00 AM,Bus Passengers,148799,242457
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Full,134162,109363
US-Canada Border,11/01/2016 12:00:00 AM,Bus Passengers,115672,274197
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Empty,95053,89371
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Empty,54951,44583
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Empty,42914,31455
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Full,41657,28226
US-Canada Border,11/01/2016 12:00:00 AM,Pedestrians,21239,48749
US-Mexico Border,11/01/2016 12:00:00 AM,Buses,13564,19414
US-Canada Border,11/01/2016 12:00:00 AM,Train Passengers,12683,21975
US-Canada Border,11/01/2016 12:00:00 AM,Buses,5577,11405
US-Canada Border,11/01/2016 12:00:00 AM,Trains,2561,2522
US-Mexico Border,11/01/2016 12:00:00 AM,Train Passengers,919,1039
US-Mexico Border,11/01/2016 12:00:00 AM,Trains,874,730
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,11630109,13965505
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicles,6255819,6511076
US-Mexico Border,11/01/2015 12:00:00 AM,Pedestrians,3551959,3657708
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,3549922,5603557
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicles,2055745,2674982
US-Canada Border,11/01/2015 12:00:00 AM,Trucks,486513,515802
US-Mexico Border,11/01/2015 12:00:00 AM,Trucks,449882,401831
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Full,383318,386141
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Full,315596,256145
US-Mexico Border,11/01/2015 12:00:00 AM,Bus Passengers,185505,242680
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Full,130876,109278
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Empty,130106,141883
US-Canada Border,11/01/2015 12:00:00 AM,Bus Passengers,115394,274820
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Empty,93427,89355
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Empty,54134,44546
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Empty,40707,31419
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Full,38283,28186
US-Canada Border,11/01/2015 12:00:00 AM,Pedestrians,19487,48864
US-Mexico Border,11/01/2015 12:00:00 AM,Buses,17118,19423
US-Canada Border,11/01/2015 12:00:00 AM,Train Passengers,12255,22013
US-Canada Border,11/01/2015 12:00:00 AM,Buses,5605,11428
